1,com.evernote,172.7099567099567,1,2,"Cannot edit app.  Just sucks.  Supposed to be able to edit, but crashes each time I hit the edit button.   Really sucks when you are out and about and have to write everything down on paper and wait until you get back to the office.  Sucks again.  Need some sort of an update for this app.  (Android)  Got an email from Evernote:  1.  Open Evernote 2.  Tap on the three dots in the upper right corner. 3.  Click on ""Settings,"" ""Support,"" ""Send Activity Logs."" Did that, except in Settings, there was no ""Support"" button, thus, no ""Send Activity Log""  And, here I am paying for the ""Premium"" feature of Evernote.  So, looking for an alternative with ""support"" I downloaded Microsoft One Note.  Don't like it as much, but it is new and at least I can edit the app information.  And, they have constant updates. So, guess what?  I am slowly but surely transitioning from Evernote over to One Note.  Well, there doesn't seem to be an additional review so I will add to this one.  First, I praise Evernote for their PC version of this program.  Having said that, the tablet version of Evernote is a very poor excuse of an attempt to create something that works.  You can read the info that you have stored but that is about it.  I have found another program that works, and works well.  So after having written this note, I am forthwith deleting the Tablet version of Evernote from this tablet.  This goes with an admonition to read all the review of this app program prior to downloading it to your phone or tablet.  PS:  There is absolutely no credible support from Evernote for this app."
2,com.evernote,169.85714285714286,3,2,"One step forwards, two steps backwards (UPDATE#2)   Material design is in the right direction, BUT The overlap text bug that was fixed in the previous version IS BACK. Also, the formatting bar is taking more space on a tablet, when it used to share the space with the top bar. Still waiting for ability to add tables, change fonts and colours.  (UPDATE#1)  Another bug unfortunately is when I paste an image from Chrome, only a small pink box appears. When I save the note, I can see the image fine, but now I am unable to edit the note properly because it tells me that the ""format is not supported"". Please help!  PS. Saving the image on the device, and then attaching it to Evernote is fine, but is so much less efficient.   Change also the text search highlight colour from yellow to something else because it is easily confused with the normal text highlighter! (It is orange on iOS, making it even more confusing!)"
3,org.wordpress.android,165.87878787878788,2,2,"This app is so bright it hurts. You're trying to read, write and relax, but the blank color scheme reminds me more of the sun hitting my face at 6am than of me relaxing while browsing.  This app doesn't have some sort of front page like imgur has for example, instead all we get is the ""discover"" feature which only promotes bland, vague and uninteresting posts with no personality. Just look at it right now! Where are the people sharing relatable stories, or video game strategies, or book or tv show reviews or something? All the posts featured there are just... unattractive, to say the least. And it's the only source of new content there is, otherwise you have to look it up manually.  There are no set categories or tags, instead you make them up and unless people type them up exactly like you did they won't see your post, which is counterintuitive and discourages finding new posts or bloggers.  People can disapprove or even edit your comments. That is twisted, discourages freedom of speech and opinion sharing and even allows people to literally put words in your mouth by changing your original comment to whatever they want.  You can't dislike posts or comments, so the voting system is pointless. You might think otherwise because Twitter and Vine have no downvotes,  but they promote discovery of new content in various ways, while WordPress does not.  The search bar doesn't work. I've tried finding my own posts with the exact same title they have and they don't appear.  All of these factors make it feel deserted and lacking of a community, and discourage new users of getting into writing or reading on WordPress. Also there used to be a eay to add a black outline to images; a necessity when the background is white."
4,com.evernote,165.03463203463204,1,1,"New Upgrade = Loss of Functionality Evernote automatically updated on 9/4/14. I use this app daily as part of my GTD-. I use the tags as my contexts and the notebooks to group Next Actions, Follow Up Items, etc. When I pull up a tag, I need the notes grouped by Notebook, but since the upgrade, I have lost the ability to see a snippet of the note content if I sort my notes this way. The only way to see this info is to sort by ""Date Created"" or ""Recently Update"" which is totally useless for me. Would not have ""upgraded"" if I would have known about this.  Also, why can't the sort be set differently if you are on Notebook vs. Tag vs. All Notes? E.G. when I select notebooks, sort by title but when I switch to tags, sort by notebook? It's very frustrating to constantly have to switch on the fly."
5,com.evernote,162.47619047619048,1,0,"COMPLETE GARBAGE!!!! Yesterday I spent nearly an hour editing a note and adding all kinds of info to it. When I was done I saved it, and I saw the notification that said it was successfully uploaded to evernote. I was able to go back and look at the note and everything was there. a little bit later I tried to start a new note (using the button on the old widget -- DONT touch that after you update to the latest version!!!) but instead of opening up a blank template for a new note, IT OPENED UP THE PREVIOUS UNEDITED VERSION OF MY OTHER NOTE... from before I spent all that time adding all the additional info. There is absolutely no way of cancelling out without uploading/saving it, so this POS app saved this version of my note, completely overwriting and eliminating all the additional info I had worked so hard to create.  what's even WORSE!!... I spent another hour fixing that note, adding all the additional info back in, and later that night when I tried to create another new note... SAME GD PROBLEM AGAIN!!!! i would be surprised if they didn't do this on purpose to try to get people to upgrade to the premium version where you can see your note history. no thanks a-holes, I'm never using evernote again!"
6,com.evernote,158.06493506493507,2,7,"I'm sick of this app mangling and corrupting nearly everything I type! This had been an issue with the Android client for years and recently started plaguing the Windows app. Words and letters often jump around randomly while trying to edit lists and checkboxes, or during copy and paste. Sometimes entire sentences disappear or move to the top or bottom line, with word order jumbled up. Years ago I used the app every day, but now I actively avoid using it as it fills me with dread. I don't know how many notes I've lost due to word corruption. Tags are used instead of folders, so there's absolutely no separation between work or personal notes. Individual notes can be attached to a particular notebook, but this approach fails because the search system is broken. Search occasionally displays results from EVERY note instead of only a specified notebook. I don't want to find word colleagues' information mixed in with my personal notes, but Evernote thinks it's OK. At the moment it is almost unusable for people with multiple projects all happening at the same time. Tags are useless. Nobody in their right mind mixes all their client notes with their personal notes in filing cabinets, so why does Evernote assume it's acceptable? For consulting jobs it would be nice to be able to separate each client into their own folder so there is no accidental overlap, but this is not possible with Evernote, so it remains a gimmick for me. I'm slowly training myself to use OneNote because Evernote is becoming unusable due to the unresolved bugs."
7,com.evernote,158.06493506493507,2,15,"It's so so.  I used Evernote with Lecturenotes. And while it was useful  to have all my notes and recordings at my fingertip in all devices (premium), there are many limitations. First the app doesn't sync with Lecturenotes so I have to upload the notebook and wait for it to finish uploading to choose its location otherwise it'd upload to the same notebook. Then I have to delete the old version of the notebook if I made any change, but I it doesn't automatically update for me. The notebooks aren't color-coded and I wish they appeare in tabs like in OneNote. There is no options to view the pages other than scrolling vertically. The recordings are at the end of the page so I have to scroll forever in big notebook. The handwriting is a huge pain, pdf notation is quite confusing and doesn't work on my tablet or phone. It takes forever to load the notebook too and the so called in text search function only works 1/3 of the time. I'm having the premium right now but it doesn't seem to worth the money so maybe I'll end it next year, unless there is a major improvement."
8,com.evernote,155.65367965367966,1,1,"2015 Update - Evernote has officially jumped the shark by removing key offline functionality for free users. You used to be able to view all notebooks (but not update them) while working offline. Then they restricted it so that you could only view notes that did not contain images. Now, you cannot even view basic, text-only notes - nor is there an option to save a note for viewing offline unless you upgrade. Evernote is now useless when data is not available: during oversees travel, as a frequent flyer, subway commutes, urban/underground settings (office, gym, shopping, etc).  In this day and age of FREE, full functionality organizational apps like OneNote (font changes, sketching capabilities, email to app, etc), I don't see a reason to continue using Evernote. Sadly after 3+ years of steady usage, I've barely touched Evernote in the past few months. As of today, I am transferring all of my data to OneNote where I can access my content at ALL times."
9,com.mapswithme.maps.pro,148.83116883116884,1,3,"Problems, Problems, Problems! ------------ First when I installed the app & got some maps, they would disappear from the phone after each re-boot. So, I wrote to the developer. No reply after a month, I wrote back. No reply after two weeks. ------------- Next I uninstalled & re-installed the app (for the 12th time trying to fix the vanishing maps problem). Now the place in Settings to tell the app where to store the maps is gone. Gone! (The SD is 32 GB and has 31 GB free) I wrote the developer. After a week- no reply. ---------- Uninstall Warning: Each time I uninstalled the app., a large folder (Over 1 GB on mine) was left behind on the phone. One must use a file manager to delete it. --------- I Give Up (Which is too bad because this app is easy to use.) UPDATE- As shown below, the someone from the developer company posted suggestions. I had already tried (multiple times) what is suggested in the links the person posted. I also had already sent e-mails to the address shown. I will try one more time to contact them (because it looks like a fun & easy app). If no luck, I'll have to conclude that my phone and this app just won't play well together. UPDATE- Developer replied to this review and asked me for the name I used to contact them. I won't post my e-mail here. (That's not a comfortable thing to do.) I sent a new e-maill to them. I will update the review & star rating when (if) they reply & tell me how to make this application work."
10,com.evernote,145.41991341991343,1,1,"I paid for the Evernote Plus to get the extra functionality on web and widget, and since the last update I regret this.    Went from 5 to 3: The only thing better in the new widget, is the letter size for me. It is now impossible to use saved searches in the widget, and that was what made it so useful. The  app itself works nice and does what it should. But without the saved searches in the widget the whole thing is not half as handy as it used to be.  So for me the whole new widget collection became pretty useless.    NEW EDIT:Went from 3 to 1: since the new update, I get at least 2-3 times the message that my widget list could not be loaded, and that it has to do something with my wifi. All other apps work fine. The previous widget worked fine. This last update really really ruined the whole Evernote experience for me, to the extent that the widget is now completely useless, frustrating me and messing up my workflow on Evernote."
