135175,"Yet to be seen so far awesome I haven't used it much. The only thing that I miss is the speaker. I can't use my voice to type. It's so much quicker to be able to talk to your phone. When doing searches. That's all you need to do is figure out a way to add this it is a must for me to continue on DuckDuckGo. Otherwise it would be a five-star review*****."
135177,"An excellent option for privacy minded users who want a no nonsense, no frills experience (like Firefox users who don't like the Daylight upgrade). Those desiring a more complete and well rounded experience should look for either Vivaldi, Brave, or the aformentioned Firefox (my personal favorite), but those who find those experiences overwhelming or unsatisfying for whatever reason should be happy with this, especially if they like the browser extension for desktop."
135183,"NOT PRIVATE, ALLOWS PHOTOS OF PAGES, AND DIALOG BOXES FREEZE PAGES! If you can ask me if a page should have access to my location YOU ARE NOT PRIVATE! Unscrollable dialog boxes to reject request, by font size is unacceptable. These are simple and standard code! You can't do this right? ALLOWS PRIVATE PAGES TO BE SCREENSHOT! You can, I won't!"
135186,"9/8 All of the sudden your browser is allowing a webpage I visit, daily, to show a preview of five of their headlines in a popup window. Stop that. 9/10 My tabs are still closing randomly. Stop that as well. 9/12 Seriously, you have to stop closing my tabs. I will close them when I chose to close them."
135188,"Latest version search from the address bar gives a blank page. Workaround is to touch the A icon top left the back arrow. Great private browser but really needs forced page zoom option."
135213,"Not Private At All!!! I've searched something and saved to my bookmarks. When I go back 2 search something else the moment I type first letter IT SHOWS UP RECENTLY ADDED BOOKMARKS UNDER THE SEARCH TAB exposing it 2 everyone. How private it is? I want to search something but don't want people that are looking at my phone to see my last added bookmarks or any other sorts of suggestions, history? I thought this search engine is to keep your privacy hidden... I was wrong."
135236,"I love the app, but I'm tired of having to constantly re-download it because after a certain amount of searches (not many at all) all the rest will just show up as "Webpage not available" and it will have a bunch of other stuff, and the only way to fix this that I've found is un-installing it and installing it back. I've pretty much just stopped using it because of this, it is VERY annoying. I like the service, but not the glitch."
135238,"App (and webpage) used to be great. Recently though, the search results have gotten awful. When I'm shopping, I like to shop. When I'm looking for adjustment or repair procedures for something I've already bought, that is what I want to see. The search results used to reflect this. Now, almost all of the results are, "buy, buy, buy". When I'm looking for the procedure to program the key fob for my car, I don't want to see result after result trying to sell me a new car."
135254,"Has issues signing into websites using Google, Facebook, etc. It also has issues downloading and opening PDFs. When I attempt to log in using Google, it just switches to a different tab and then the website states there was a problem logging me in. When I try it on Chrome, I have no problems. The same happens when downliading a file. The browser also can't handle several websites. It'll crash or not connect to the site."
135270,"Trash. It looks good and all but it's very terrible to use. It has glitches sometimes you can't scroll up it just reloads the page when you try to. Desktop version of sites never works. There are known issues with the searches from desktop version anyway same thing here, many images, links, local sites not having priority in search. Wrong meaning of privacy, it can't do what you want cause that would do what duckduckgo does: limit the browser, searches. Going back to stock browsers. :)"
135271,"Really tested this app to see its capabilities. Good so far with some complaints. It doesn't block pop ups very well. Pop ups get through as another tab opened in the background. I haven't found a setting for that yet. Also, backing out doesn't bring you to the original search page, which sucks. Playing videos within the app won't allow for auto landscape/portrait adjustment. Overall, the app is ok, but I would really like to see more improvements."
135275,"I like this browser for the most part, but recently it has been freezing frequently, hence only two stars. I use it in combination with PIA VPN. [I mention this only because it might be relevant to the browser freezes.] Also, is there a way to disable drag-down refresh? It's really annoying to try to scroll down while typing into a text field, only to refresh instead and have to restart the entire text entry. (TIA)"
135276,"Honestly, I was loving DuckDuckGo. I used it for all my web searches. But ever since the recent update, I haven't been able to search anything. It keeps showing"error : name not resolved" and doesn't give any results even with a perfectly fine network connection. I'm sorry, but I can't give a 5 star rating unless the app does what it's supposed to. Devs, fix this."
