3,"Not a problem with the app, as I didn't even pass through Log In screen. I forgot my Wikipedia password and on entering wrong password twice and clicking on "Forgot my password", it says you are Blocked. I don't want to create a new account as I have made several edits using that account and there's no way to log in to my previous account. It always says Blocked. Horrible experience.😥"
9,"I have been using Wikipedia for many days and it is a very good medium to get information, but it has the same problem that if you create an account in it, then it is log out in two days. I log in again, but again p log out. This is the only problem. Please fix it and send me a response, I will wait for your answer to diagnose my problem No i download wikipedia on my phone and login with the same (Redmi 7A)"
12,"Its not working for the past couple of days. It just says 'Can't connect, check Internet', even though my phone is connected to WiFi and all the other apps are working fine. This is a really great app and I use it quite a lot, but this recent issue is causing a lot of inconvenience. Please look into the matter ASAP. Thankyou"
15,"Horizontal scrolling ruins this app. Wikipedia is an incredible website but reading articles on a phone with this app is just frustrating. For articles with paragraphs embedded in tables you have to scroll left and right for every line of text just to read it (a great example of this is any list of episodes article for a TV show). Why bother making a mobile app if it's not mobile friendly? If you won't fix this at least add a button to open such articles in a web browser."
19,"Absolutely love this app especially for people needing help with information or meaning of words or how to help spelling but never understand why I couldn't access the whole app but this app just confirmed everything that is happening to me someone else is using all my accounts terrified of using the internet now I know why i couldn't access all of this app plus IP address says blocked plus you found 8 unknown IP addresses that are rerouting mine to other countries and using my accounts"
27,"This app, for some unknown reason, blocked me. It's been hard, as I have not been able to reset password, and I am worried I have lost saved. I unblock on the 2nd July, so fingers crossed. Not as good as the desktop, but handy."
30,"I've Had The Wikipedia App For A While. I Really Never Used The App That Much. I Mainly Used The Website. So I Was Looking At An Article And Accidentally Clicked The Edit Button While Scrolling Down And It Said You Have Been Banned From Editing. I Thought It Could Of Been A Glitch So I Opened The App And Went To Suggested Edits And It Said My Account Was Blocked. I Attempted To Make A New Account Since I Thought This Was A Mistake. I Looked Into It, And It Said I Was Blocked. Dont Get This App!"
33,"This is the only app that I have that is completely unusable with Android Dark Mode. It apparently prints black text on the black background so you can't even tell that there is text. The only thing visible is hyperlinks. Useless."
34,"This Has Got To Be The Most Ridiculous App I've Ever Had Before. They Won't Allow Me To Add To The List I Want To Add It To. They Allow Themselves To Add It To My Reading List And Only My Reading List. When I Should Be Able To Add It To My Own List That I Create. Otherwise Why Would They Have: Create List. In Other Words: Create Your Own List."
35,"Failed to work on my device. Appears to be using a browser-based interface, which isn't responsive. Other browsers work fine on my device, so could be a compatibility issue, but poor marks for backwards-compatibility if that's the case. Uninstalling."
42,"Its generally good but I didnt give it 5 because I don't understand why it doesn't have tabs like in the browser? Makes it quite tedious to navigate to the section you want."
48,"One of the worst organization it blocked me until 2021 I didn't edit a single letter or I didn't used this for advertisement the users block the new users anonymously I didn't do anything with the app. And the users blocked my 2 other friends they also didn't do anything. This is disgusting and annoying. Good bye Wikipedia. You also support nepotism. I thinked this is the best site but you are worst. They block users simply even user didn't do anything"
49,"Wikipedia app for Android doesn't load content any longer. It's been a few days like this. I have Asus tablet with Android 4.1 on it. How do I return to previous version?"
51,"please add Watchlist functionality. it's available on the mobile browser but not the app, and that's kinda nuts... it sucks that it isn't there, and it's the main way to patrol commonly vandalised articles. please add it"
66,"Hey, i used a username and password by different way. But, not it shows to login. But, now it ask me to login. I get irritated. Why it happen? Now I'm going to uninstall this application. No use of this."
68,"I find so much trouble logging into the Wikipedia App, I don't understand where the problem is. My username and password are all correct, I'm so sure about that"
70,"Sometimes, e.g. when searching an article in a tab or when opening a link, the current tabs get replaced and all the tab article history is lost. Sucks big time. Fix, then 5 stars"
78,"The website is far better than this app, what's wrong with the English, I think the writer doesn't know English very well, still a nice app"
88,"Can't zoom in the pages when reading, the more options button is not just a more options button and can't turn off conditional highlighting while editing pages by a code."
93,"An error occurred (code 429) when open in any Chinese language."
98,"all ok except that if selected theme is dark, background becomes dark but also text keeps black, hence unreadable. android 6 meizu m5s"
99,"When I try to login it takes me to the create account page. Kindly check into this."
109,"Experience was great until today when Wikipedia acted like I'd never been a user before. I use it daily. Weird. Is this a shakedown?"
118,"The in-browser experience provides a neater, cleaner homepage"
129,"I am unable to create an account...whenever i'm trying it's showing an error"
132,"Unable to use on tablet. Says no internet connection though it has"
